User,Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards
1040,Miller Powell,48,70,1971,8,Male,884 Tenth Drive,563.0,Louisville,MS,39339,33.12,-89.05,$15316,$31231,$40499,681,3
1041,Tori Macron,57,65,1962,5,Female,992 Forest Street,,Allen,TX,75002,33.1,-96.66,$32580,$66427,$103290,779,5
1042,Andres Lewis,31,70,1988,11,Male,237 Hill Lane,8.0,Waco,TX,76707,31.56,-97.18,$11512,$23469,$22976,731,3
1043,Aydin Long,30,69,1989,11,Male,8687 Ninth Drive,5154.0,Lakewood,NJ,8701,40.09,-74.21,$13006,$26519,$63979,663,3
1044,Martha Bailey,40,64,1979,8,Female,6950 Federal Avenue,,Ashville,AL,35953,33.83,-86.26,$17067,$34799,$72749,793,2
1045,Ryann Schmidt,28,70,1991,12,Female,816 Little Creek Lane,,Astoria,OR,97103,46.12,-123.67,$17260,$35194,$56006,620,1
1046,Marie Gray,28,66,1991,7,Female,7004 Mill Drive,,Zion,IL,60099,42.45,-87.84,$19463,$39679,$93772,758,2
1047,Tomas Ross,67,66,1952,3,Male,1 Burns Lane,,San Jose,CA,95121,37.3,-121.8,$25115,$31287,$25844,728,4
1048,Issac Gomez,26,71,1993,9,Male,381 Sussex Avenue,20.0,Nolanville,TX,76559,31.07,-97.61,$19032,$38805,$54466,614,2
1049,Barbara Peterson,43,67,1976,4,Female,4 North Street,,Washington,DC,20011,38.89,-77.03,$23940,$48810,$0,799,3
1050,Owen Johnson,62,67,1957,6,Male,896 Madison Boulevard,,Meridian,ID,83646,43.65,-116.43,$22290,$45450,$85218,686,3
1051,Ellen Sanders,25,64,1994,7,Female,5338 Fifth Boulevard,,Union City,NJ,7087,40.76,-74.03,$16770,$34201,$42895,731,1
1052,Nyla Faraday,53,64,1966,3,Female,5773 River Street,,Burney,CA,96013,40.94,-121.74,$16742,$34137,$80467,671,4
1053,Blaze Davis,67,67,1952,12,Male,388 Third Avenue,,Fresno,CA,93727,36.75,-119.67,$17683,$28357,$10400,628,2
1054,Gabriella Price,30,62,1989,8,Female,9104 Second Avenue,689.0,Houston,TX,77081,29.76,-95.38,$15862,$32343,$39656,683,3
1055,Jewel Smith,18,68,2002,1,Female,2108 Spruce Lane,,Sacramento,CA,95825,38.58,-121.4,$20670,$42142,$116857,713,2
1056,Mekhi Phillips,30,65,1989,7,Male,7691 Ocean View Avenue,,New Bern,NC,28560,35.11,-77.07,$16177,$32985,$32764,740,2
1057,Omari Cook,82,62,1937,8,Male,58 River Avenue,,New York,NY,10032,40.71,-73.99,$16494,$23572,$216,590,2
1058,Kehlani Foster,25,70,1994,12,Female,142 Rose Drive,,Springfield,MA,1107,42.11,-72.53,$14155,$28862,$20944,751,2
1059,Aliana Diaz,76,68,1943,10,Female,2760 Forest Drive,,Sioux Falls,SD,57106,43.54,-96.73,$21089,$31145,$5132,689,4
1060,Amari Masvidal,64,70,1956,2,Female,9505 Martin Luther King Avenue,,Modesto,CA,95351,37.63,-121.01,$13015,$26535,$93592,724,5
1061,Chanel Jackson,58,70,1962,2,Female,901 Oak Street,,New Kensington,PA,15068,40.56,-79.75,$19517,$39796,$9452,729,5
1062,Kyree Phillips,71,67,1948,3,Male,3095 Hill Boulevard,6.0,Casper,WY,82604,42.83,-106.32,$25502,$51703,$5371,722,7
1063,Sutton Harris,66,66,1953,12,Male,350 North Street,7659.0,Romulus,MI,48174,42.22,-83.36,$18879,$31175,$5846,711,5
1064,Thiago Roman,89,73,1930,11,Male,89 Wessex Street,,Chicago Heights,IL,60411,41.5,-87.63,$16503,$38761,$69,760,7
1065,Pedro Phillips,86,62,1933,11,Male,3899 Seventh Lane,,Jacksonville,FL,32218,30.33,-81.65,$19382,$33291,$695,714,2
1066,Emerson Faraday,40,64,1980,2,Female,7476 First Lane,,Gainesville,FL,32606,29.67,-82.33,$25812,$52630,$68559,725,4
1067,Tony Walker,73,64,1946,12,Male,6781 Spruce Boulevard,,Pacoima,CA,91331,34.25,-118.41,$14317,$26481,$10392,705,1
1068,Robert Fu,24,59,1995,7,Male,276 12th Boulevard,,Chicago,IL,60614,41.83,-87.68,$0,$2370,$4397,581,1
1069,Nickolas Neufelder,59,67,1960,3,Male,1362 Norfolk Drive,,Montgomery,AL,36111,32.35,-86.28,$21102,$43021,$86014,725,4
1070,Forrest Wood,18,68,2002,1,Male,392 Rose Drive,,Dorchester,MA,2125,42.35,-71.06,$21809,$44466,$3096,709,2
1071,Roger James,50,57,1969,3,Male,1559 Tenth Street,3829.0,Tampa,FL,33613,27.95,-82.48,$21033,$42886,$60474,604,1
1072,Levi Murphy,35,67,1984,5,Male,315 Little Creek Lane,3.0,Granite City,IL,62040,38.71,-90.12,$18560,$37843,$40003,697,3
1073,London Garcia,34,66,1985,10,Male,539 Maple Drive,88.0,Kernersville,NC,27284,36.11,-80.07,$23738,$48398,$138998,642,3
1074,Clementine Carter,33,66,1986,10,Female,26191 George Drive,,Detroit,MI,48235,42.38,-83.1,$13820,$28181,$37929,682,2
1075,Opal Ortiz,48,65,1971,10,Female,7139 Lake Boulevard,,Clinton,TN,37716,36.09,-84.13,$18353,$37422,$127116,681,5
1076,Amy Ryan,24,54,1995,3,Female,5 Hill Avenue,26.0,San Diego,CA,92127,33.02,-117.12,$44747,$91237,$231619,594,1
1077,Davion Xi,59,65,1960,4,Male,9099 Little Creek Drive,86.0,Minneapolis,MN,55425,44.96,-93.26,$21535,$43913,$83944,676,4
1078,Jude James,37,68,1982,4,Male,7559 Forest Boulevard,,Hobart,IN,46342,41.53,-87.26,$21851,$44550,$117302,761,3
1079,Bruce Gonzalez,75,73,1945,2,Male,2842 Littlewood Avenue,9.0,Orlando,FL,32825,28.5,-81.37,$20121,$42806,$20432,726,6
1080,Rowan Rodriguez,63,65,1956,12,Female,4461 Hill Street,,Merritt Island,FL,32952,28.32,-80.68,$26339,$53702,$85160,606,1
1081,Casey El-Mafouk,86,65,1933,8,Female,5220 Lincoln Street,,Nashville,TN,37211,36.17,-86.78,$20030,$38273,$1658,765,6
1082,Ailani Smith,29,67,1991,2,Female,3260 Hillside Lane,10.0,Hendersonville,TN,37075,36.29,-86.6,$25166,$51303,$106248,688,3
1083,Aranza Perez,44,64,1975,5,Female,518 Norfolk Avenue,,Jackson,GA,30233,33.29,-83.96,$17545,$35775,$67263,773,1
1084,Erika El-Mafouk,71,64,1948,3,Female,149 Burns Boulevard,,Littleton,CO,80122,39.59,-105.01,$31024,$67186,$29682,692,1
1085,Morgan Gao,47,67,1972,7,Male,30 First Lane,9.0,Johnstown,OH,43031,40.15,-82.68,$22934,$46763,$65106,696,3
1086,Ayden Kelley,62,70,1958,2,Male,142 Catherine Street,,Mission,TX,78572,26.21,-98.31,$14275,$29110,$23504,699,3
1087,Isaias Abe,90,62,1929,10,Male,3019 Elm Drive,,Vineland,NJ,8360,39.46,-74.99,$17685,$41831,$1100,615,1
1088,Kylie Mitchell,42,65,1978,1,Female,606 Spruce Boulevard,,Reading,PA,19607,40.33,-75.92,$24089,$49117,$42380,769,3
1089,Mallory Morgan,69,70,1950,4,Female,128 Main Street,,Middleton,WI,53562,43.1,-89.5,$33808,$68930,$72619,768,4
1090,Raelynn Williams,68,58,1952,1,Female,44 Ocean Avenue,91.0,Little River,SC,29566,33.87,-78.63,$13907,$20334,$9544,684,2
1091,Freya Garcia,43,61,1976,7,Female,57799 Oak Boulevard,3380.0,Buffalo,NY,14211,42.88,-78.85,$12220,$24917,$36101,693,2
1092,Nicole Ajami,39,67,1980,12,Female,1533 Martin Luther King Lane,,South Beloit,IL,61080,42.48,-89.03,$21749,$44344,$82822,744,3
1093,Courtney Jones,38,68,1982,1,Female,377 Mountain View Drive,4.0,Ava,IL,62907,37.88,-89.49,$16825,$34311,$61776,705,2
1094,Dallas Abe,57,62,1962,3,Male,252 Eighth Lane,,Saint Albans,WV,25177,38.37,-81.81,$17282,$35239,$43270,726,1
1095,Dallas Ajami,55,66,1964,4,Male,959 Tenth Street,,Mokelumne Hill,CA,95245,38.29,-120.58,$18223,$37147,$0,703,3
1096,Averi Taylor,50,64,1970,2,Female,61674 Elm Drive,6.0,Lebanon,OR,97355,44.52,-122.81,$17003,$34671,$55643,786,6
1097,Colby Myers,57,69,1962,10,Male,936 12th Street,,Pasadena,MD,21122,39.11,-76.55,$30004,$61173,$71422,692,3
1098,Bria Ortiz,55,72,1964,9,Female,919 Ocean View Lane,,Manteca,CA,95337,37.73,-121.24,$23368,$47643,$45706,764,8
1099,Layla Kelly,60,61,1959,6,Female,498 Elm Lane,,Kingman,AZ,86401,35.24,-113.76,$17113,$34895,$56622,820,4
1100,Oakley Harris,64,68,1956,2,Female,25 Elm Street,2.0,Keller,TX,76248,32.93,-97.22,$0,$1785,$2892,732,3
1101,Zachariah Fernandez,98,69,1921,11,Male,468 Spruce Street,7.0,Vacaville,CA,95687,38.35,-121.93,$26137,$33869,$370,821,7
1102,Giovanna Reyes,77,68,1943,1,Female,6864 Norfolk Boulevard,,Warner Robins,GA,31088,32.61,-83.63,$20835,$31066,$20902,712,4
1103,Armani Hill,37,68,1982,5,Female,345 George Street,,Garland,TX,75044,32.91,-96.62,$27057,$55172,$96779,629,3
1104,Carolyn Reyes,54,60,1966,2,Female,72990 Second Drive,,Hickman,NE,68372,40.62,-96.63,$23029,$46956,$94340,610,2
1105,Rory El-Mafouk,53,61,1966,7,Male,5886 Ninth Boulevard,,Scottsdale,AZ,85260,33.61,-111.89,$36300,$74012,$93119,681,2
1106,Atlas Evans,32,68,1987,3,Male,69080 Spruce Street,,Houston,TX,77035,29.76,-95.38,$20055,$40887,$50734,688,4
1107,Legend Thomas,32,65,1987,11,Male,6415 Sussex Lane,,Milton,PA,17847,41.0,-76.85,$16935,$34531,$60156,703,4
1108,Maisie James,18,67,2001,7,Female,243 Forest Lane,,Howard Beach,NY,11414,40.66,-73.84,$26481,$53995,$154800,673,1
1109,Destiny Fu,68,64,1951,6,Female,478 Hill Avenue,,Marietta,GA,30067,33.95,-84.54,$30747,$63502,$24100,638,7
1110,Romeo Fisher,51,67,1969,2,Male,849 Littlewood Drive,4.0,Lubbock,TX,79414,33.57,-101.87,$16272,$33178,$92366,671,2
1111,Zain Ramirez,84,65,1935,4,Male,402 El Camino Drive,,Bradenton,FL,34212,27.48,-82.57,$29583,$44690,$2249,733,5
1112,Melody Nelson,56,61,1963,3,Female,6134 Littlewood Lane,7.0,Gulfport,MS,39503,30.38,-89.06,$19327,$39409,$52076,599,1
1113,David Fu,19,63,2000,5,Male,29894 Martin Luther King Lane,,Clearwater,FL,33755,27.97,-82.76,$16223,$33080,$55066,692,3
1114,Musa Williams,54,64,1965,8,Male,52 Sixth Boulevard,,Alpharetta,GA,30005,34.06,-84.27,$43725,$89152,$162012,675,1
1115,Lydia Moore,70,70,1950,2,Female,888 Lincoln Street,,Duluth,MN,55807,46.78,-92.11,$17474,$27772,$14408,788,4
1116,Mohamed Hall,66,65,1954,1,Male,5238 Plum Street,,San Martin,CA,95046,37.1,-121.6,$26188,$44137,$22392,626,2
1117,Daniella Parker,66,69,1954,2,Female,7888 Fourth Street,,Vanceboro,NC,28586,35.3,-77.15,$14844,$30265,$36789,814,4
1118,Gary Peterson,55,69,1965,1,Male,2100 Summit Street,,Houston,TX,77031,29.76,-95.38,$18412,$37534,$99840,706,3
1119,Kase Chen,21,67,1998,11,Male,3900 Rose Street,,Winslow,AZ,86047,35.1,-110.64,$15864,$32345,$61066,730,3
1120,Adrian Rogers,38,70,1981,3,Male,2750 Rose Boulevard,,Postville,IA,52162,43.08,-91.56,$13332,$27183,$58323,637,1
1121,Harlow Green,52,71,1967,8,Female,869 Little Creek Lane,1.0,Holland,MI,49423,42.77,-86.1,$18877,$38487,$49725,691,3
1122,Melody Masvidal,69,69,1950,4,Female,131 Tenth Avenue,,Urbandale,IA,50322,41.63,-93.74,$26764,$33642,$20874,593,5
1123,Trinity Campbell,51,67,1968,12,Female,3722 Valley Boulevard,,El Paso,TX,79902,31.84,-106.43,$16823,$34302,$84935,651,3
1124,Arianna Clark,31,67,1988,9,Female,775 Lexington Boulevard,,Georgetown,TX,78626,30.64,-97.68,$20968,$42754,$60172,656,1
1125,Cassidy Hill,24,69,1995,4,Female,4020 Littlewood Street,,South Park,PA,15129,40.29,-79.99,$25037,$51045,$127864,772,2
1126,Jonas Baker,84,69,1935,8,Male,463 12th Street,4.0,Gwynn Oak,MD,21207,39.32,-76.72,$20641,$24055,$0,733,7
1127,Mayson Collins,28,68,1991,12,Male,243 Wessex Avenue,,San Marcos,CA,92069,33.15,-117.17,$22081,$45021,$77559,689,1
1128,Edgar Cox,18,55,2001,5,Male,2819 Littlewood Lane,,York,PA,17406,39.96,-76.73,$22991,$46878,$60121,578,1
1129,Emberly Young,82,66,1937,9,Female,9952 South Lane,,East Hartford,CT,6108,41.76,-72.61,$20065,$22726,$1692,784,6
1130,Khari Sadr,49,65,1970,4,Male,2379 Forest Lane,,Oceanside,CA,92058,33.18,-117.29,$16894,$34449,$36540,686,3
1131,Jakob Hall,36,66,1983,12,Male,7121 Fourth Avenue,4.0,Cassville,MO,65625,36.67,-93.86,$13895,$28334,$0,700,3
1132,Vanessa Anderson,31,67,1988,8,Female,761 Main Avenue,,Snohomish,WA,98290,47.94,-122.0,$28037,$57166,$111755,737,2
1133,Mariana Braun,59,67,1961,1,Female,535 Grant Boulevard,,Edinburgh,IN,46124,39.35,-85.96,$17585,$35854,$49101,850,2
1134,Kallie Rodriguez,39,71,1980,7,Female,135 Littlewood Avenue,6.0,Oceanside,CA,92056,33.2,-117.29,$22050,$44958,$91549,787,1
1135,Macie Macron,62,72,1958,2,Female,8323 Catherine Boulevard,,Jefferson,NC,28640,36.42,-81.46,$14218,$28988,$13351,694,4
1136,Casey El-Mafouk,53,65,1966,5,Male,7571 George Street,,Washington Court House,OH,43160,39.53,-83.43,$16544,$33729,$0,763,4
1137,Alfonso Carter,31,69,1988,5,Male,766 Catherine Boulevard,,Fredericksburg,VA,22405,38.29,-77.48,$29157,$59455,$96224,557,1
1138,Keagan Long,18,70,2002,2,Male,76 Grant Lane,,Brooklyn,NY,11210,40.64,-73.94,$23316,$47543,$124177,667,1
1139,Addisyn Gomez,39,65,1980,4,Female,871 12th Lane,,Woodbridge,VA,22191,38.63,-77.26,$26618,$54273,$110237,789,4
1140,Adelyn Sullivan,77,71,1942,6,Female,6335 Rose Lane,,Carson City,NV,89706,39.21,-119.71,$18239,$38692,$8902,596,5
1141,Rene Fisher,54,69,1965,11,Male,0 Ocean Boulevard,,Mckeesport,PA,15132,40.33,-79.83,$14663,$29898,$19719,714,5
1142,Tinley Chen,22,60,1998,1,Female,566 Hillside Street,,Holiday,FL,34691,28.18,-82.74,$15418,$31443,$52826,676,1
1143,Koda Reed,43,65,1977,2,Male,8061 Spruce Drive,3.0,Rolla,MO,65401,37.94,-91.76,$17428,$35538,$71591,747,1
1144,Ameer Turner,43,67,1976,12,Male,924 First Drive,10.0,El Paso,TX,79912,31.84,-106.43,$24608,$50174,$145300,643,4
1145,Anton White,24,57,1995,6,Male,9226 Tenth Boulevard,,Fairfax,VA,22033,38.85,-77.29,$42884,$87436,$135294,845,2
1146,Aspen Martinez,33,67,1986,11,Female,3550 Sixth Boulevard,,Novato,CA,94947,38.1,-122.63,$30335,$61846,$12525,722,4
1147,Makenzie Rogers,22,62,1997,7,Female,777 Valley Stream Lane,,Chicago,IL,60623,41.83,-87.68,$11951,$24369,$37437,575,4
1148,Willie Farhad,26,68,1993,10,Male,55 Madison Drive,,Bridgeport,TX,76426,33.2,-97.75,$21810,$44470,$66413,721,3
1149,Lionel Bailey,28,65,1991,12,Male,1963 Summit Lane,,Fort Lauderdale,FL,33312,26.14,-80.13,$20995,$42806,$49194,712,3
1150,Alina Harris,69,66,1950,12,Female,20 Oak Street,,Yorba Linda,CA,92886,33.89,-117.78,$38948,$99825,$4344,685,4
1151,Kyleigh Watson,44,66,1975,5,Female,8659 El Camino Street,,Hamilton,OH,45013,39.39,-84.56,$19569,$39898,$43630,682,3
1152,Octavia Miller,39,70,1980,12,Female,470 11th Lane,,Indianapolis,IN,46237,39.77,-86.14,$24233,$49412,$42378,830,3
1153,Alfred Powell,22,68,1997,8,Male,6614 Ninth Boulevard,,Manchester,TN,37355,35.46,-86.08,$16349,$33337,$71679,712,1
1154,Milan Sanchez,58,57,1961,4,Female,9384 Lake Street,,Revere,MA,2151,42.41,-70.99,$20979,$17078,$25245,719,4
1155,Alaina Allen,28,66,1992,2,Female,9706 Mountain View Street,,Tucson,AZ,85741,32.33,-111.05,$21494,$43826,$84935,823,1
1156,Maisie Edwards,51,66,1968,10,Female,29693 Bayview Drive,,Ladera Ranch,CA,92694,33.56,-117.63,$47991,$97845,$255288,836,4
1157,Harry Ryan,56,65,1964,2,Male,8943 11th Drive,,Bristol,TN,37620,36.56,-82.19,$17795,$36285,$67244,759,5
1158,Kathryn Harris,31,60,1988,9,Female,9633 Mill Lane,8.0,Aurora,CO,80013,39.69,-104.81,$24849,$50666,$102318,617,3
1159,Marley Anwar,51,68,1968,7,Female,5537 Eighth Street,,Minneapolis,MN,55419,44.96,-93.26,$40364,$82298,$182301,789,6
1160,Khalid Masvidal,25,71,1994,8,Male,99791 12th Boulevard,,Round Rock,TX,78681,30.51,-97.67,$31839,$64917,$102747,689,4
1161,Yamileth Taylor,26,54,1993,7,Female,541 Federal Avenue,,Saint Petersburg,FL,33705,27.75,-82.64,$18100,$36909,$102869,821,1
1162,Trevor Jones,24,70,1995,6,Male,5458 Spruce Street,,San Diego,CA,92122,32.85,-117.2,$34848,$71054,$106595,767,2
1163,Malaya Lee,83,66,1936,9,Female,7978 Main Lane,,Gonzales,LA,70737,30.21,-90.92,$24703,$16620,$1140,804,8
1164,Rowan Richardson,45,66,1974,12,Female,238 Ocean View Lane,2799.0,Whittier,CA,90603,33.94,-117.99,$27973,$57027,$21798,709,4
1165,Vicente Sanders,18,71,2001,10,Male,3699 Lafayette Avenue,3.0,Omaha,NE,68107,41.26,-96.01,$14199,$28950,$61297,609,1
1166,Zaylee Butler,50,69,1969,3,Female,9061 Grant Avenue,8.0,Alpharetta,GA,30022,34.06,-84.27,$0,$1426,$3154,680,3
1167,Quentin Rogers,55,72,1964,11,Male,7680 Fourth Street,94.0,Batesville,MS,38606,34.31,-89.93,$15354,$31308,$59817,742,7
1168,Wilson Morales,26,64,1993,5,Male,345 Elm Avenue,988.0,Palm Coast,FL,32164,29.57,-81.21,$14546,$29658,$45750,589,2
1169,Emanuel Gutierrez,48,65,1971,9,Male,9 Fourth Drive,8.0,Newburgh,NY,12550,41.5,-74.02,$22762,$46408,$0,847,7
1170,Myra Faraday,39,63,1980,4,Female,396 Park Street,6644.0,Glade Valley,NC,28627,36.48,-81.05,$11431,$23307,$31064,789,1
1171,Sariah Fisher,31,69,1988,3,Female,4238 Birch Lane,,Wildersville,TN,38388,35.78,-88.36,$14435,$29433,$61260,693,3
1172,London Nguyen,27,69,1992,6,Male,581 Seventh Drive,,Henderson,NV,89012,36.0,-115.04,$30025,$61222,$142541,779,1
1173,Camryn Morris,46,68,1973,5,Female,539 Pine Boulevard,45.0,Panama City,FL,32405,30.17,-85.67,$19508,$39770,$72827,711,4
1174,Zoie Morgan,48,66,1971,9,Female,9716 Third Lane,,Reno,NV,89511,39.38,-119.87,$38345,$78180,$102759,740,3
1175,Demetrius Walker,29,67,1991,1,Male,202 Washington Drive,,Pierre Part,LA,70339,29.95,-91.2,$23208,$47317,$42433,680,2
1176,Michael Abe,41,58,1979,1,Male,1036 Spruce Street,,Gooding,ID,83330,43.01,-114.7,$14925,$30432,$101847,624,1
1177,Titan Harris,39,70,1980,5,Male,546 First Avenue,871.0,Maryville,MO,64468,40.34,-94.87,$18226,$37165,$0,771,3
1178,Darwin Diaz,46,66,1973,12,Male,5659 Park Avenue,,Barberton,OH,44203,41.01,-81.6,$17856,$36405,$31815,715,2
1179,Yousef El-Mafouk,30,61,1989,12,Male,334 Rose Boulevard,5.0,Lanham,MD,20706,38.96,-76.85,$23500,$47916,$69567,612,1
1180,Bobby Morgan,52,67,1967,5,Male,262 First Lane,,Merrill,WI,54452,45.18,-89.7,$19705,$40177,$47012,698,4
1181,Colette Phillips,49,68,1971,2,Female,253 West Drive,,Burlington,WA,98233,48.53,-122.31,$19604,$39969,$68456,713,3
1182,Cannon Myers,44,61,1975,9,Male,33 Seventh Boulevard,73.0,Alachua,FL,32615,29.77,-82.48,$21979,$44816,$63043,625,1
1183,Niko Labelle,32,59,1988,1,Male,835 Main Avenue,,La Mirada,CA,90638,33.9,-118.0,$24845,$50658,$72806,764,2
1184,Jaxxon Smith,21,68,1998,8,Male,125 First Avenue,,Antioch,TN,37013,36.04,-86.64,$20236,$41260,$80574,682,2
1185,Reese Morgan,54,58,1965,3,Male,90 Sussex Drive,,Jamaica,NY,11434,40.68,-73.78,$20760,$42332,$75213,616,6
1186,Marlee Ramirez,74,67,1946,1,Female,528 Lake Drive,,Belleville,IL,62226,38.53,-90.0,$22545,$23011,$30510,721,3
1187,Jefferson Gomez,64,61,1955,4,Male,66 Grant Lane,6.0,Morrisville,PA,19067,40.2,-74.78,$39495,$87317,$41998,773,1
1188,Liana Bailey,72,65,1947,9,Female,521 Main Lane,,Colorado Springs,CO,80913,38.86,-104.76,$14645,$25243,$18006,730,6
1189,Joanna Roberts,24,70,1996,2,Female,18360 Valley Avenue,,Orange,CA,92867,33.81,-117.79,$28884,$58893,$113715,666,3
1190,Craig Roberts,24,69,1995,7,Male,3221 Tenth Lane,,Sewell,NJ,8080,39.75,-75.09,$31547,$64319,$0,757,3
1191,Conner Johnson,47,63,1972,8,Male,16893 Fifth Avenue,9.0,Mesquite,TX,75149,32.76,-96.59,$17810,$36319,$44737,730,4
1192,Charles Clark,39,66,1980,9,Male,253 Lexington Avenue,6.0,Newport News,VA,23602,37.07,-76.51,$21186,$43192,$33517,739,3
1193,Sawyer Wright,46,58,1974,2,Male,95612 South Street,,Brandon,MS,39042,32.28,-90.0,$22304,$45476,$67636,506,1
1194,Billy Phillips,31,68,1988,8,Male,6606 Sixth Drive,,Cheyenne,WY,82001,41.14,-104.79,$20255,$41297,$34703,685,2
1195,Holland Braun,45,63,1975,1,Female,96493 Valley Stream Avenue,,Bethlehem,CT,6751,41.63,-73.21,$26674,$54384,$69717,622,3
1196,Amina Perry,43,68,1977,2,Female,754 South Avenue,2178.0,Marion Center,PA,15759,40.77,-79.04,$16071,$32770,$103262,641,4
1197,Adrianna Morales,26,66,1993,8,Female,5594 12th Drive,,Culver City,CA,90230,33.99,-118.39,$29972,$61104,$79486,721,4
1198,Lane Labelle,55,67,1964,9,Male,203 Valley Lane,662.0,Mosinee,WI,54455,44.78,-89.68,$23216,$47334,$87775,701,3
1199,Iris Long,67,69,1952,7,Female,5456 Ninth Avenue,,Philadelphia,PA,19116,39.95,-75.16,$21497,$43828,$60231,711,3
1200,Emely Bell,47,69,1972,7,Female,646 South Lane,,Reedsville,OH,45772,39.14,-81.78,$16618,$33883,$50616,524,1
1201,Van Clark,44,72,1975,9,Male,5521 Spruce Avenue,,Montgomery,AL,36106,32.35,-86.28,$25009,$50993,$75783,675,5
1202,Zane Bailey,48,66,1971,9,Male,829 Grant Boulevard,9.0,Oswego,NY,13126,43.45,-76.5,$20447,$41690,$69869,763,2
1203,June Ortiz,29,66,1991,1,Female,331 Essex Drive,,Schaumburg,IL,60194,42.03,-88.08,$26545,$54122,$166903,796,4
1204,Adan Howard,56,66,1963,3,Male,5651 North Boulevard,,Greenbelt,MD,20770,38.99,-76.88,$26467,$53966,$135478,747,1
1205,Cecilia Ortiz,20,65,2000,1,Female,599 Hillside Drive,7.0,Telford,PA,18969,40.32,-75.32,$26273,$53569,$79540,623,1
1206,Tatum Masvidal,67,70,1952,5,Male,172 Third Lane,,Chandler,AZ,85226,33.27,-111.94,$32056,$65362,$27745,743,6
1207,Donovan Diaz,58,72,1961,11,Male,250 Hillside Drive,,Millersburg,OH,44654,40.55,-81.91,$13259,$27035,$58050,595,2
1208,Aiden Labelle,38,74,1981,6,Male,190 Burns Avenue,,Wooster,OH,44691,40.81,-81.93,$18962,$38663,$59053,686,3
1209,Maleah Jenkins,22,65,1998,2,Female,637 Main Avenue,8.0,Lakewood,CA,90715,33.84,-118.07,$21940,$44740,$103896,651,1
1210,Nova Morris,43,70,1976,9,Female,534 Sixth Boulevard,,Harvey,LA,70058,29.88,-90.06,$19126,$38994,$0,728,4
1211,Aleah Torres,54,67,1965,10,Female,3067 First Street,558.0,Dover,OH,44622,40.52,-81.47,$18794,$38318,$93284,748,6
1212,Audrey Lee,42,73,1977,11,Female,8027 Main Drive,134.0,Mesquite,TX,75150,32.76,-96.59,$18452,$37623,$923,726,6
1213,Edward Cruz,32,65,1987,10,Male,702 Grant Drive,,San Ramon,CA,94583,37.78,-121.99,$0,$2365,$0,769,3
1214,Karina Leroux,50,65,1969,12,Female,477 Madison Lane,5.0,Daly City,CA,94014,37.68,-122.43,$23752,$48428,$72566,654,1
1215,Brycen Bell,58,66,1961,11,Male,50 Spruce Street,,Sacramento,CA,95823,38.47,-121.44,$15290,$31177,$18859,689,5
1216,Beckham Lopez,38,69,1981,10,Male,4232 Grant Drive,25.0,Leakesville,MS,39451,31.15,-88.55,$18746,$38223,$30756,725,4
1217,Mckinley Young,53,64,1966,9,Female,634 Grant Boulevard,51.0,Atlanta,GA,30312,33.74,-84.37,$30157,$61490,$116180,647,1
1218,Mercy Phillips,41,78,1978,10,Female,9872 Lexington Street,,Alpharetta,GA,30004,34.06,-84.27,$45132,$92017,$157723,703,3
1219,Ronan Thomas,43,69,1976,12,Male,85 East Drive,,El Paso,TX,79904,31.84,-106.43,$12313,$25109,$92,850,3
1220,Fox Martinez,44,68,1975,5,Male,310 Bayview Boulevard,6.0,Saint Louis,MO,63112,38.63,-90.24,$19874,$40522,$81572,801,5
1221,Koa Thompson,46,67,1973,4,Male,5692 Jefferson Boulevard,1.0,Hurst,TX,76054,32.83,-97.17,$30913,$63030,$93406,791,5
1222,Braylon Cox,61,65,1958,7,Male,8794 Catherine Lane,,Shelbyville,IN,46176,39.52,-85.77,$18324,$37362,$21600,703,4
1223,Colson Nguyen,52,68,1967,7,Male,9028 Valley Stream Avenue,,Albany,NY,12203,42.66,-73.79,$27005,$55059,$162462,735,3
1224,Frida Burns,49,67,1970,12,Female,676 Bayview Street,,Bothell,WA,98021,47.79,-122.2,$33226,$67743,$67132,752,3
1225,Amia Smith,33,65,1986,7,Female,3177 Oak Avenue,5.0,Johnson City,TN,37604,36.33,-82.36,$20142,$41069,$64073,644,3
1226,Declan Wilson,34,65,1985,9,Male,6781 Ocean View Drive,,Gainesville,GA,30504,34.29,-83.83,$15814,$32245,$43097,625,1
1227,Keyla White,44,68,1975,6,Female,8476 Lincoln Street,,Charleston,SC,29492,32.78,-79.99,$41380,$84365,$113529,796,5
1228,Ishaan Roman,55,65,1965,2,Male,7035 River Boulevard,,Silver Spring,MD,20901,39.01,-77.02,$30794,$62791,$193215,692,4
1229,Cyrus Myers,31,61,1988,4,Male,558 North Street,,Poland,ME,4274,44.06,-70.39,$22283,$45433,$91998,523,1
1230,Leandro Anderson,36,62,1984,2,Male,5867 East Street,,Lake George,NY,12845,43.42,-73.71,$20371,$41537,$128044,582,1
1231,Jefferson Jenkins,58,71,1961,10,Male,3817 Martin Luther King Avenue,,Palos Verdes Peninsula,CA,90274,33.77,-118.34,$58517,$119308,$89328,789,6
